DATAFLOW,LAST UPDATE,freq,unit,sex,age,regis_es,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2014,9.8,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2015,9.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2016,8.3,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2017,8.0,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2018,7.6,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2019,6.6,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2020,10.2,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2021,7.7,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2022,5.6,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Sweden,2023,4.7,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2014,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2015,36.2,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2016,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2017,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2018,16.7,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2019,27.3,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2020,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2021,,bu
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2022,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovenia,2023,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2014,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2015,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2016,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2017,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2018,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2019,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2020,31.6,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2021,,bu
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2022,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Slovakia,2023,,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Türkiye,2021,2.6,b
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Türkiye,2022,2.9,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,Türkiye,2023,1.7,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,United Kingdom,2014,8.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,United Kingdom,2015,11.5,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,United Kingdom,2016,7.8,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,United Kingdom,2017,11.6,
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,United Kingdom,2018,4.1,u
ESTAT:LFSA_UGADRA(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,Registered unemployed receiving benefits/assistance,Less than 1 month,United Kingdom,2019,9.0,
