"Country","Country code","Geographical scope","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Substance","Recall period","Age"
"Greece","GR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Greece","GR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last year","All adults (15-64)"
"Greece","GR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Greece","GR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Greece","GR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,"Ecstasy","Last year","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,"Ecstasy","Last month","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,"LSD","Lifetime","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,"LSD","Lifetime","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"LSD","Last year","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"LSD","Last year","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"LSD","Last month","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"LSD","Last month","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,5.7,,9.8,,,,8.5,,,,,,,,7.4,,,,6.1,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,13,,17.4,,,,19.1,,,,,,,,13.6,,,,10.8,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,2.4,,3.9,,,,2.3,,,,,,,,1.5,,,,1.3,,,,,"Cannabis","Last year","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,5.4,,7.7,,,,5.7,,,,,,,,3.5,,,,3.4,,,,,"Cannabis","Last year","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,1.1,,1.4,,,,1.2,,,,,,,,0.7,,,,0.9,,,,,"Cannabis","Last month","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,2.6,,2.8,,,,2.7,,,,,,,,1.4,,,,2.6,,,,,"Cannabis","Last month","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.8,,1,,,,0.9,,,,,,,,1.2,,,,1.7,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,1.3,,1.5,,,,1.8,,,,,,,,2.2,,,,2.6,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.2,,0.4,,,,0.2,,,,,,,,0.3,,,,0.3,,,,,"Cocaine","Last year","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,0.1,,0.7,,,,0.4,,,,,,,,0.9,,,,0.6,,,,,"Cocaine","Last year","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.1,,0.2,,,,0.2,,,,,,,,0.2,,,,0.2,,,,,"Cocaine","Last month","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,0.1,,0.4,,,,0.2,,,,,,,,0.5,,,,0.4,,,,,"Cocaine","Last month","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,1.6,,2.5,,,,1.8,,,,,,,,1.7,,,,1.5,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,3.6,,4.5,,,,4,,,,,,,,3.7,,,,2.6,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.7,,1,,,,0.5,,,,,,,,0.5,,,,0.4,,,,,"Amphetamines","Last year","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,1.4,,1.9,,,,1.2,,,,,,,,1.4,,,,0.8,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.3,,0.4,,,,0.3,,,,,,,,0.3,,,,0.3,,,,,"Amphetamines","Last month","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,0.5,,0.8,,,,0.5,,,,,,,,1,,,,0.6,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,2,,3.1,,,,2.4,,,,,,,,4,,,,2.5,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,4.5,,5.6,,,,5.1,,,,,,,,7.3,,,,4.7,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.8,,1.4,,,,0.5,,,,,,,,0.9,,,,0.6,,,,,"Ecstasy","Last year","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,1.4,,2.6,,,,1,,,,,,,,2.1,,,,1.1,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.3,,0.4,,,,0.2,,,,,,,,0.6,,,,0.4,,,,,"Ecstasy","Last month","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,0.4,,0.8,,,,0.3,,,,,,,,1.4,,,,0.9,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,1.6,,1.7,,,,1.1,,,,,,,,1,,,,0.9,,,,,"LSD","Lifetime","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,3.1,,3.1,,,,2.4,,,,,,,,1.8,,,,1.4,,,,,"LSD","Lifetime","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.7,,0.5,,,,0.2,,,,,,,,0.2,,,,0.1,,,,,"LSD","Last year","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,1.3,,0.8,,,,0.3,,,,,,,,0.7,,,,0.4,,,,,"LSD","Last year","Young adults (15-34)"
"Hungary","HU","National",,,,,,,,,,,,0.1,,0.2,,,,0.1,,,,,,,,0.1,,,,0.1,,,,,"LSD","Last month","All adults (15-64)"
"Hungary","HU","National",,,,,,,,,,,,0.1,,0.3,,,,0,,,,,,,,0.3,,,,0.4,,,,,"LSD","Last month","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,17.4,,,,,21.9,,,,25.3,,,,27.9,,,,24.4,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,24,,,,,28.6,,,,33.4,,,,33.5,,,,27.3,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,5,,,,,6.3,,,,6,,,,7.7,,,,7.1,,,,,"Cannabis","Last year","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,8.6,,,,,10.6,,,,10.3,,,,13.8,,,,13.8,,,,,"Cannabis","Last year","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,2.6,,,,,2.6,,,,2.8,,,,4.4,,,,3.4,,,,,"Cannabis","Last month","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,4.3,,,,,4.3,,,,4.5,,,,8.1,,,,6.5,,,,,"Cannabis","Last month","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,3,,,,,5.3,,,,6.8,,,,7.8,,,,8.3,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,4.7,,,,,8.2,,,,9.4,,,,10.7,,,,10.6,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,1.1,,,,,1.7,,,,1.5,,,,1.5,,,,2.3,,,,,"Cocaine","Last year","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,2,,,,,3.1,,,,2.8,,,,2.9,,,,4.8,,,,,"Cocaine","Last year","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,0.3,,,,,0.5,,,,0.5,,,,0.5,,,,0.7,,,,,"Cocaine","Last month","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,0.7,,,,,1.1,,,,1,,,,0.9,,,,1.5,,,,,"Cocaine","Last month","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,3,,,,,3.5,,,,4.5,,,,4.1,,,,4.8,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,4.8,,,,,5.1,,,,6.4,,,,4.8,,,,5.6,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,0.4,,,,,0.4,,,,0.4,,,,0.3,,,,1,,,,,"Amphetamines","Last year","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,0.8,,,,,0.8,,,,0.8,,,,0.6,,,,2.3,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,0.2,,,,,0.1,,,,0.1,,,,0,,,,0.3,,,,,"Amphetamines","Last month","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,0.3,,,,,0.2,,,,0,,,,0.1,,,,0.7,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,3.7,,,,,5.5,,,,6.9,,,,9.2,,,,10.3,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,7.1,,,,,9.1,,,,10.9,,,,14,,,,13.7,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,1.1,,,,,1.2,,,,0.5,,,,2.1,,,,2.7,,,,,"Ecstasy","Last year","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,2.3,,,,,2.4,,,,0.9,,,,4.4,,,,6.5,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,0.3,,,,,0.3,,,,0.1,,,,1,,,,1.3,,,,,"Ecstasy","Last month","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,0.6,,,,,0.6,,,,0.1,,,,2.1,,,,3.1,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,2.9,,,,,2.9,,,,4.4,,,,3.8,,,,5.7,,,,,"LSD","Lifetime","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,4.6,,,,,3.7,,,,5.4,,,,3,,,,6.6,,,,,"LSD","Lifetime","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,0.1,,,,,0.1,,,,0.3,,,,0.3,,,,1.1,,,,,"LSD","Last year","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,0.2,,,,,0.3,,,,0.6,,,,0.6,,,,2.4,,,,,"LSD","Last year","Young adults (15-34)"
"Ireland","IE","National",,,,,,,,,,,,,0,,,,,0,,,,0,,,,0.1,,,,0.5,,,,,"LSD","Last month","All adults (15-64)"
"Ireland","IE","National",,,,,,,,,,,,,0,,,,,0.1,,,,0.1,,,,0.2,,,,1.3,,,,,"LSD","Last month","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,29.3,,,32,,,26.8,,,31.9,,,32.7,,,,,34.8,,"Cannabis","Lifetime","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,34.6,,,37.5,,,38.5,,,39.5,,,41.4,,,,,46,,"Cannabis","Lifetime","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,11.2,,,14.3,,,7,,,9.2,,,10.2,,,,,10.8,,"Cannabis","Last year","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,16.5,,,20.3,,,15.4,,,19,,,20.9,,,,,21.5,,"Cannabis","Last year","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,5.8,,,6.9,,,3.3,,,4.4,,,5.5,,,,,5,,"Cannabis","Last month","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,8.8,,,9.9,,,7.6,,,8.9,,,11.6,,,,,8.8,,"Cannabis","Last month","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,6.6,,,7,,,6,,,7.6,,,6.9,,,,,6.6,,"Cocaine","Lifetime","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,7.4,,,7.6,,,7.6,,,7.5,,,6.4,,,,,5.2,,"Cocaine","Lifetime","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,2.2,,,2.1,,,1.2,,,1.1,,,1.2,,,,,1.4,,"Cocaine","Last year","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,3.2,,,2.9,,,2.2,,,1.8,,,1.7,,,,,2.1,,"Cocaine","Last year","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.8,,,0.7,,,0.3,,,0.3,,,0.4,,,,,0.6,,"Cocaine","Last month","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,1.2,,,1.1,,,0.6,,,0.5,,,0.5,,,,,1,,"Cocaine","Last month","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,2.4,,,3.2,,,2.5,,,2.8,,,2.4,,,,,2.2,,"Amphetamines","Lifetime","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,2.2,,,3.4,,,2.9,,,2.4,,,1.9,,,,,1.7,,"Amphetamines","Lifetime","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.4,,,0.4,,,0.2,,,0.2,,,0.1,,,,,0.7,,"Amphetamines","Last year","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.6,,,0.6,,,0.4,,,0.6,,,0.3,,,,,1.3,,"Amphetamines","Last year","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.2,,,0.1,,,0.1,,,0,,,0,,,,,0.2,,"Amphetamines","Last month","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.2,,,0.2,,,0.2,,,0.1,,,0,,,,,0.4,,"Amphetamines","Last month","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,2.5,,,3,,,2.2,,,3.1,,,2.7,,,,,3.8,,"Ecstasy","Lifetime","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,3.4,,,3.8,,,3.9,,,4.2,,,3.9,,,,,5.2,,"Ecstasy","Lifetime","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.5,,,0.7,,,0.2,,,0.4,,,0.4,,,,,0.8,,"Ecstasy","Last year","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.7,,,1,,,0.6,,,1,,,0.8,,,,,2.1,,"Ecstasy","Last year","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.2,,,0.2,,,0.1,,,0.1,,,0.1,,,,,0.2,,"Ecstasy","Last month","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.3,,,0.3,,,0.2,,,0.2,,,0.1,,,,,0.5,,"Ecstasy","Last month","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,3.1,,,,,,1.5,,,2.2,,,1.7,,,,,1.9,,"LSD","Lifetime","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,3.8,,,,,,2.1,,,2,,,1.3,,,,,1.4,,"LSD","Lifetime","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.6,,,,,,0.1,,,0.1,,,0.1,,,,,0.3,,"LSD","Last year","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.9,,,,,,0.2,,,0.2,,,0.1,,,,,0.5,,"LSD","Last year","Young adults (15-34)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.2,,,,,,0,,,0,,,0,,,,,0.1,,"LSD","Last month","All adults (15-64)"
"Italy","IT","National",,,,,,,,,,,,,,,,0.3,,,,,,0.1,,,0,,,0,,,,,0.1,,"LSD","Last month","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,10.6,,,,12.1,,,,12.5,,,,9.8,,,,,15,,,,"Cannabis","Lifetime","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,19.6,,,,21.7,,,,20.4,,,,20.8,,,,,23.2,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,3.8,,,,4.9,,,,4,,,,4.2,,,,,3.9,,,,"Cannabis","Last year","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,8.1,,,,9.7,,,,7.3,,,,10,,,,,8.2,,,,"Cannabis","Last year","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,1.8,,,,1.8,,,,1.5,,,,1.6,,,,,2.1,,,,"Cannabis","Last month","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,3.7,,,,3.6,,,,2.7,,,,3.6,,,,,4.4,,,,"Cannabis","Last month","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,1.2,,,,2.3,,,,1.5,,,,1.5,,,,,2.7,,,,"Cocaine","Lifetime","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,1.9,,,,4,,,,2.2,,,,3,,,,,4.2,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,0.2,,,,0.5,,,,0.2,,,,0.5,,,,,1.3,,,,"Cocaine","Last year","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,0.4,,,,1,,,,0.3,,,,1.2,,,,,2.2,,,,"Cocaine","Last year","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,0.1,,,,0.2,,,,0.1,,,,0.3,,,,,1.1,,,,"Cocaine","Last month","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,0.1,,,,0.3,,,,0.1,,,,0.6,,,,,2,,,,"Cocaine","Last month","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,2.6,,,,3.3,,,,2.2,,,,1.9,,,,,1.8,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,5.3,,,,6.1,,,,3.5,,,,3.7,,,,,2.6,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,1.1,,,,0.9,,,,0.3,,,,0.3,,,,,0.6,,,,"Amphetamines","Last year","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,2.4,,,,1.9,,,,0.6,,,,0.7,,,,,1.2,,,,"Amphetamines","Last year","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,0.5,,,,0.2,,,,0.1,,,,0.1,,,,,0.5,,,,"Amphetamines","Last month","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,1.1,,,,0.3,,,,0.2,,,,0.2,,,,,0.9,,,,"Amphetamines","Last month","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,2.4,,,,4.7,,,,2.7,,,,2.4,,,,,1.9,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,5,,,,8.5,,,,4.4,,,,5.3,,,,,3.4,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,0.8,,,,1.5,,,,0.4,,,,0.3,,,,,0.7,,,,"Ecstasy","Last year","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,1.9,,,,2.7,,,,0.8,,,,0.8,,,,,1.6,,,,"Ecstasy","Last year","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,0.3,,,,0.4,,,,0,,,,0.3,,,,,0.6,,,,"Ecstasy","Last month","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,0.6,,,,0.8,,,,0.1,,,,0.6,,,,,1.3,,,,"Ecstasy","Last month","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,1.1,,,,1.4,,,,0.7,,,,1.1,,,,,1.4,,,,"LSD","Lifetime","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,2.2,,,,2.3,,,,1.3,,,,2.2,,,,,2.5,,,,"LSD","Lifetime","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,0.5,,,,0.2,,,,0.1,,,,,,,,,0.6,,,,"LSD","Last year","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,1,,,,0.5,,,,0.1,,,,,,,,,1.4,,,,"LSD","Last year","Young adults (15-34)"
"Latvia","LV","National",,,,,,,,,,,,,,0.3,,,,0,,,,0,,,,,,,,,0.4,,,,"LSD","Last month","All adults (15-64)"
"Latvia","LV","National",,,,,,,,,,,,,,0.6,,,,0.1,,,,0.1,,,,,,,,,0.9,,,,"LSD","Last month","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,7.6,,,,11.9,,,,10.5,,,,10.8,,,,,13.7,,,"Cannabis","Lifetime","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,13,,,,21.2,,,,17.1,,,,18,,,,,23.3,,,"Cannabis","Lifetime","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,2.2,,,,5.6,,,,2.3,,,,2.7,,,,,4.3,,,"Cannabis","Last year","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,4.6,,,,9.9,,,,5.1,,,,6,,,,,8.8,,,"Cannabis","Last year","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.7,,,,1.2,,,,0.7,,,,1.1,,,,,1.5,,,"Cannabis","Last month","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,1.5,,,,2.6,,,,1.6,,,,2.3,,,,,3,,,"Cannabis","Last month","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.4,,,,0.5,,,,0.9,,,,0.7,,,,,1.8,,,"Cocaine","Lifetime","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.7,,,,0.7,,,,1.4,,,,1.2,,,,,2.9,,,"Cocaine","Lifetime","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.3,,,,0.2,,,,0.2,,,,0.1,,,,,0.6,,,"Cocaine","Last year","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.6,,,,0.3,,,,0.3,,,,0.3,,,,,0.8,,,"Cocaine","Last year","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.1,,,,0.1,,,,0,,,,0.1,,,,,0.4,,,"Cocaine","Last month","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.2,,,,0.1,,,,0.1,,,,0.2,,,,,0.4,,,"Cocaine","Last month","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,1.1,,,,1.6,,,,1.2,,,,1.2,,,,,1.4,,,"Amphetamines","Lifetime","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,2.2,,,,2.5,,,,2.4,,,,2.4,,,,,2.9,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.3,,,,0.7,,,,0.2,,,,0.3,,,,,0.2,,,"Amphetamines","Last year","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.7,,,,1.1,,,,0.5,,,,0.5,,,,,0.6,,,"Amphetamines","Last year","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.1,,,,0.2,,,,0.1,,,,0.2,,,,,0.1,,,"Amphetamines","Last month","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.2,,,,,,,,0.1,,,,0.4,,,,,0.1,,,"Amphetamines","Last month","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,1,,,,2.1,,,,1.3,,,,1.7,,,,,1.8,,,"Ecstasy","Lifetime","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,2.1,,,,3.9,,,,2.7,,,,4,,,,,3.3,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.4,,,,1,,,,0.2,,,,0.4,,,,,0.4,,,"Ecstasy","Last year","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.9,,,,1.9,,,,0.3,,,,1,,,,,0.8,,,"Ecstasy","Last year","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.2,,,,0.3,,,,0,,,,0.1,,,,,0.1,,,"Ecstasy","Last month","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.4,,,,0.6,,,,0.1,,,,0.2,,,,,0.2,,,"Ecstasy","Last month","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.3,,,,0.4,,,,0.2,,,,0.5,,,,,1,,,"LSD","Lifetime","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.5,,,,0.7,,,,0.2,,,,0.9,,,,,2,,,"LSD","Lifetime","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.1,,,,0.2,,,,0,,,,0.1,,,,,0.2,,,"LSD","Last year","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.2,,,,0.4,,,,0,,,,0.3,,,,,0.3,,,"LSD","Last year","Young adults (15-34)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0,,,,0.1,,,,0,,,,0.1,,,,,0.1,,,"LSD","Last month","All adults (15-64)"
"Lithuania","LT","National",,,,,,,,,,,,,,,0.1,,,,0.1,,,,0,,,,0.2,,,,,0.1,,,"LSD","Last month","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,23.3,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,32.7,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,5.4,,,,,"Cannabis","Last year","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,12,,,,,"Cannabis","Last year","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,2.3,,,,,"Cannabis","Last month","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,4.8,,,,,"Cannabis","Last month","Young adults (15-34)"
